final_pre,test_label
350.87419809999994,350.9523
454.1667415999998,454.13626
329.3334941000001,328.97772
283.14145700000006,283.21475
365.16846990000005,365.22156
361.1043045000003,361.03134
239.11141479999986,239.06161
430.11591180000016,430.16748
334.0640853000002,334.03168
318.1777116999998,318.17435
241.12557079999985,241.1215
265.11609440000007,265.1478
368.1117049999999,368.11032
330.12608349999994,330.10382
390.15697919999997,390.24197
470.1873894999998,470.1431
432.3010308000002,432.93863
278.14194109999994,278.1419
456.18040860000036,456.25253
351.17498859999995,351.1107
433.3582585000003,434.0412
407.1561547000001,407.03967
399.19185859999976,399.1462
480.17819040000023,480.18314
219.49469139999982,220.10342
276.10549750000024,276.12964
306.1621596,306.1328
418.1646955000001,418.2481
371.12136249999975,371.17798
309.15554379999986,309.1226
235.13053849999994,235.12964
421.1770701999998,421.1081
390.1598708999999,390.17908
284.14489200000025,284.15247
290.1611575999997,290.12262
466.22141540000035,466.24677
353.1347028999999,353.06265
405.1442671999999,405.20523
386.14668290000026,386.15115
345.0856871000001,345.06464
423.60603160000005,424.00925
441.15332100000006,441.13678
366.1746408999997,366.1692
456.18600689999965,456.1023
350.14750239999955,350.13544
373.0982443000002,373.09186
203.06248879999987,203.10587
432.9277831,433.10223
498.8475666999999,498.14606
332.16442989999973,332.09726
384.17712510000007,384.2049
420.15398109999995,420.10883
304.09615879999984,304.08817
396.1500997,396.15863
336.1375517000002,336.17975
335.07115230000016,335.07285
209.14801560000012,209.0688
363.1723099000002,362.9057
353.0909426000002,353.0851
356.12987050000027,356.07654
342.1583504999999,342.10382
272.1269771,272.0797
294.1070149999999,294.1328
409.15788820000023,409.18893
476.21800249999956,476.2311
450.16814880000027,450.06857
442.1411376999996,442.11984
315.1561509999999,315.23105
424.17942369999975,424.2362
468.2039362000006,468.22604
345.12324409999997,345.11472
326.14765099999977,326.1015
323.14964760000015,323.09915
283.12322910000006,283.16443
483.1833062999999,483.21582
302.9265439999997,303.09024
336.0817675,336.0085
344.08993570000007,344.08307
285.13475580000005,285.15897
451.1692332999999,451.12018
240.10495800000018,240.18378
352.1628959000003,352.18207
358.13633669999973,358.14297
282.1340688000001,282.10382
340.1058387000001,340.0994
260.11992409999993,260.09094
380.1660647999999,380.11948
365.0989506000003,365.13104
287.12397820000007,287.1634
318.14790219999986,318.19434
374.15203449999996,374.19675
445.1444380000003,445.15726
311.13669249999964,311.15213
326.17105309999994,326.19943
390.97399130000014,391.21475
421.79085499999985,422.02997
356.19162919999985,356.14847
384.1477317000001,384.2049
286.1334745000001,286.123
234.11597490000025,234.12291
319.1031312,319.1031
499.1795568,499.1777
403.14687690000005,403.1566
353.21899180000014,353.0449
323.1518510000005,323.12814
326.1177518999999,326.1664
414.0660334999998,414.03757
327.1494828999997,327.08868
300.70542629999994,301.02484
330.1845823999996,330.13797
494.10056019999996,494.1566
293.1440714,293.18518
379.17184390000034,379.22598
438.23151409999997,437.99335
207.63634640000006,207.03073
316.13655309999996,316.15353
413.1974056000001,413.16992
337.2777782000002,337.1314
379.1516276,379.19296
352.1811500000002,352.22632
412.20246470000006,412.2122
275.1437804999998,275.18854
328.1557415000001,328.1899
359.1714955,359.1634
334.4537458999998,334.08096
344.12856930000015,344.18484
392.0952193000001,392.19473
332.10562829999975,332.11948
395.1433287999998,395.1416
396.1597686,396.15076
351.1848755,351.1583
328.15087940000035,328.1899
490.1839132000004,490.12418
403.13014229999993,403.10245
340.1640259000002,340.18207
425.14832000000007,425.23145
426.1071030000006,426.1151
234.12458050000004,234.11168
374.12671119999976,374.16306
350.0822289999999,350.08713
335.14096740000014,335.09915
214.10413179999978,214.0776
477.9499929000001,477.17224
361.1423122000001,361.14264
274.12907659999985,274.13174
344.107737,344.1307
361.1942560000002,361.25293
444.1658175,444.17975
403.1398955999999,403.13882
411.18423260000003,411.19806
367.0725192999998,367.07574
486.18058240000033,486.2366
487.16050989999997,487.1777
397.1004352000002,397.17502
444.14088449999974,444.13684
232.19104690000015,232.0848
344.1516018000005,344.16708
334.1968456999998,334.1715
399.1709207000001,399.1462
253.1425074999999,253.08696
466.0795948000003,466.06326
303.1525227999998,303.19467
451.5455100000001,451.99677
357.1736068999999,357.24164
268.0939078000001,267.93713
249.11199630000013,249.14772
478.19745560000047,478.24677
368.1236912000001,368.08646
212.07968559999995,212.15248
352.1620812000001,352.1899
322.1082067999998,322.03564
355.1857875999999,355.14627
337.11484310000014,337.13458
373.1051259000001,373.05396
283.1360212,283.1532
415.1863581999998,415.2042
349.16800860000035,349.20755
377.1084622000001,377.0698
384.12162240000043,384.1256
379.11044899999973,379.14627
438.17409859999975,438.21548
447.0826051,447.0575
306.1147625000002,306.0899
371.1905890999996,371.18585
396.1392179,396.11438
296.13856769999984,296.1637
380.1863324000001,380.0943
446.1288602000001,446.0791
352.1501253000001,352.18207
433.24129360000023,433.27292
461.15895740000013,461.17847
349.11006690000016,349.02878
463.1299482,463.10245
385.11887290000004,385.21655
422.20501869999975,422.25696
316.1887672000005,316.15353
320.51268529999993,321.03644
366.14379140000017,366.0805
286.1410510999998,286.16812
349.1369674999997,349.18893
426.1652999999998,426.13617
308.15577180000014,308.07318
459.1373190999998,459.11163
230.10653750000006,230.15315
403.1729023999999,403.16443
276.1130173000003,276.0391
399.3003920999998,399.16165
301.0819444000001,301.19025
467.19432449999994,467.209
246.14988540000004,246.17322
201.09454079999995,201.04596
358.1179266000001,358.08328
296.14917829999996,296.10733
384.1803218000001,384.11438
402.2164463999996,402.2631
484.80865780000056,483.95923
327.1546308,327.2059
333.11308510000015,333.0936
359.1739697000004,359.1149
419.76646430000005,420.0433
397.0854493999998,397.08203
331.1541422000001,331.2372
246.7373297000001,247.14331
448.11332959999993,448.13693
291.1509251000002,291.19467
359.4572338000001,359.1845
274.1181427999998,274.11176
336.1743305000003,336.20624
330.12557700000013,330.10382
331.17268040000005,331.16443
395.1538316000003,395.12814
358.1039036000004,358.0922
446.15370349999995,446.18887
395.0941372000001,395.22427
367.1450482999998,367.0836
485.1625787999998,485.1443
340.1072987000001,340.13577
286.1165176999999,286.2409
493.13915680000025,493.04022
337.0903201000001,337.11365
457.15050090000017,457.16714
337.14662260000006,337.15726
436.2160221999999,436.1457
367.1287645999999,367.1532
347.14043379999987,347.13037
416.1478661000001,416.0663
322.082446,322.0446
297.06360180000013,297.11874
348.13597790000034,348.08768
418.1667863999997,418.10995
289.08422170000006,289.1049
232.12705080000018,232.01701
305.15591059999997,305.1198
427.13715770000016,427.04272
442.17380499999985,442.20233
360.02812629999977,360.09708
446.1025590000003,446.15903
303.08874719999994,303.1154
452.1374279,452.16306
338.1073233000001,338.1049
425.1722101000004,425.14746
451.1695144000003,451.13144
342.12439499999994,342.04166
359.1436978999999,359.11914
461.23911989999976,461.17508
486.12547209999974,486.18787
364.1643462000001,364.15353
308.10700839999976,308.0844
336.17107570000024,336.17502
200.1211739,200.09496
389.13851120000044,389.06815
473.1968828,473.0474
292.1542596000003,292.10233
393.1625499000001,393.1437
433.2383707000003,433.20352
421.1539972,421.2114
272.09722550000004,272.1347
360.11566070000003,360.1297
300.1833277999998,300.08768
351.26290910000006,351.07114
315.1722963000001,315.16953
496.32413870000005,496.12234
368.1683102000002,368.1637
399.18039530000004,399.26343
235.09833719999992,235.13208
369.1656904000002,369.1035
322.1169963,322.05582
359.1612147000003,359.00363
416.1496435999998,416.1761
409.1649414,409.12604
389.13214950000025,389.16003
442.08946959999975,442.16748
429.1637759999999,429.18008
306.1346258000001,306.1402
378.1508433999998,378.1328
419.1685035000001,419.16675
433.16083310000033,433.20016
397.1174223,397.15726
377.08555670000015,377.10617
263.1333272,263.17462
447.50919290000013,447.22705
292.1487518000003,292.1212
328.1636553000004,328.1899
444.1756379000001,444.17438
380.17427570000007,380.19116
350.1632900999997,350.1543
380.129808,380.1206
367.1590209999997,367.13794
298.1420471999999,298.13174
386.17939359999974,386.19943
481.9968572000006,482.1642
344.1209619000001,344.11948
409.1993948000001,409.10718
369.15970609999965,369.18008
359.1192313,359.03983
442.1976415999998,442.2005
476.1800020999996,476.2311
390.1208907,389.9844
373.1080641000001,373.14603
447.1484054999998,447.09225
421.0496941999999,418.92285
356.1987795,356.19
380.10661899999997,380.23877
345.1311702999999,345.11472
343.1502911000002,343.1896
207.07451849999995,207.10817
326.0927218,326.06512
416.1381356,416.15182
315.0108257999997,315.0599
276.14724539999986,276.03687
360.11531410000003,360.04993
386.1567763999997,386.1242
435.24190819999995,435.1507
289.07515780000006,289.11365
309.1175807,309.1365
374.15998679999984,374.25696
329.1248862,329.18518
444.2028081000002,444.19098
366.12316559999994,366.01743
313.13769319999994,313.07303
325.17501509999977,325.2042
290.11588609999967,290.05884
397.1096683999999,397.03778
322.11824289999987,322.06235
381.1700542000001,381.16885
293.1679469000001,293.21033
354.1382466999998,354.19434
321.13435149999987,321.18008
223.02252719999987,223.13724
347.11273719999997,347.0673
459.1219370000002,459.19403
409.1818122999998,409.23654
332.1410908000001,332.16486
444.1456611999997,444.0926
354.15768559999975,354.19434
359.1945800000002,359.25726
449.178656,449.187
423.91958769999974,424.1457
234.11722010000008,234.05598
419.17535850000013,419.21844
359.1737659000001,359.14005
408.12493209999985,408.07147
414.1581118,414.20786
354.1569824999998,354.1692
262.14625109999974,262.0509
332.1698594000002,332.11948
323.15625000000006,323.1634
344.1564939999999,344.0703
342.15348039999975,342.20557
448.1609267000002,448.21106
345.1279401,345.0376
366.1154151000001,366.0674
347.1022827999998,347.09244
230.0995909999999,230.13068
328.1276471000001,328.1057
449.1599620000002,449.10638
374.1888839999999,374.1754
259.1470237,259.07053
318.1759029,318.19434
333.1321420999996,333.17288
311.0118752999998,311.01572
295.1611849000001,295.1433
382.09493580000014,382.09872
349.1161138,349.0652
289.09623129999994,289.1361
346.1976149999998,346.2005
208.15813269999984,208.10994
298.12430800000004,298.11783
447.2311125000002,447.2522
266.11603459999964,266.12308
403.14236210000024,403.14667
365.17509770000026,365.21033
353.1001157000002,353.0237
466.2280858000002,466.2104
343.1509183999999,343.16443
451.1779306,451.19296
378.1323613000002,378.12494
433.41309500000017,434.07288
366.15114940000024,366.25186
363.1476218000002,363.28857
207.07389599999988,207.06439
386.149216,386.17764
479.23938450000014,479.1991
415.17264529999994,415.1896
271.12891679999996,271.07977
275.0844423999999,275.05737
345.10403520000017,345.07834
373.1205637000002,373.0984
325.1075055000003,325.05396
348.1119909,348.17322
448.18291270000003,448.19107
376.0649755000003,376.10614
389.0794796999997,389.03696
327.2268513999997,327.1075
343.1527393000001,343.16443
209.13166230000033,209.14159
309.0820539000002,309.03235
460.1843383999998,460.1239
295.1438394999999,295.17834
404.17269780000015,404.1736
384.14816960000013,384.0513
299.09805109999996,299.1344
311.1298553,311.12698
272.12954359999986,272.1161
286.1415004999999,286.18927
314.1546671,314.13788
392.17879790000023,392.14847
354.2052984999998,354.2168
318.1127655,318.07712
358.1477655999999,358.14633
216.09095559999994,216.16264
285.16031739999994,285.1841
328.03699650000016,328.11502
323.1329458000002,323.18854
394.1452548999998,394.23688
236.08511839999986,235.9748
286.1111001,286.09537
411.15835699999997,411.2093
461.1624876000005,461.2063
364.0235167,364.1522
461.17177000000015,461.24268
479.1735508000003,479.09735
313.1445062999996,313.14264
338.15262759999973,338.14307
442.1658130999996,442.03903
434.17812649999985,434.18417
342.1226457,342.06497
456.18454689999965,456.1355
430.1859346999999,430.2005
371.1775417,371.25726
292.15367470000007,292.13242
312.1373583000003,312.1256
282.10280519999986,282.11166
382.03043579999996,382.1351
219.0838867,219.1293
350.1615742999997,350.13788
273.0846766999999,273.01294
360.1360090000001,360.1474
338.1722876,338.21066
376.1366846000001,376.15692
372.1671174000003,372.06253
267.1116134000002,267.18344
313.1365891999998,313.1314
425.14290410000046,425.0601
352.1345190000004,352.09152
476.21520489999966,476.20596
435.14547520000013,435.20456
268.1130616,268.0994
280.09213820000025,279.95935
458.1597934000008,458.19724
459.1491925000001,459.1992
262.11718790000026,262.08145
485.0029137000002,485.14206
303.1299803999999,303.07428
382.19151140000014,382.07202
241.11572769999992,241.09029
374.1497007999997,374.1278
208.09787659999995,208.13242
371.19109030000004,371.26852
386.18576399999984,386.14536
355.08289130000014,355.01266
278.12032210000007,278.15652
474.1245813000003,474.1903
210.06176799999983,210.13683
390.13752319999963,390.18042
269.13754339999997,269.0852
393.1107371999999,393.16232
255.1327782,255.08954
409.1587142000001,409.20016
302.1906108999998,302.19943
316.1680110000004,316.1899
234.15607730000033,234.10045
342.16413120000004,342.02634
368.17327279999967,368.1736
316.15235930000006,316.1423
341.1445521,341.16272
363.1133484000001,363.04443
345.1472248999996,345.20523
485.11202309999976,485.12546
466.24378929999983,466.1641
222.07926630000009,222.06723
327.1376023,327.2059
460.20327689999993,460.2362
371.15478740000003,371.11914
360.15347420000006,360.1474
482.1372633,482.16238
251.1301628000002,251.00977
301.1313519999999,301.22665
