final_pre,test_label
2.8684954999999985,2.869
4.6607644000000015,4.6574
4.1205707,4.10702
2.057084199999998,2.0586
3.8221752000000015,3.8174
3.2337472999999988,3.23072
1.0693722000000006,1.0598
3.1377676499999994,3.13182
3.812460900000005,3.80352
2.272527300000001,2.2755
2.5623246,2.5647
2.709090599999999,2.709
4.2233373,4.22452
2.428497899999998,2.4275
4.2652772,4.26094
4.974038228333339,4.98122
3.707902200000001,3.6985
3.4330086999999994,3.4317
4.640492849999995,4.64364
3.487803449999999,3.4861
4.669375600000003,4.65717
4.325904399999999,4.3088
2.963934400000001,2.95962
3.6657063499999993,3.66052
3.198965800000002,3.20824
2.4711061000000014,2.4802
-0.2414251000000001,-0.2565
4.155944000000003,4.14916
2.318288900000001,2.3163
1.3739237000000002,1.3845
2.326093499999998,2.3351
4.872756849999997,4.8744
1.1032694999999997,1.10952
2.8699333,2.87862
-1.7145622000000005,-1.743
4.565559600000001,4.5585
2.7492631,2.7472
4.265319949999995,4.2633
1.2698039999999997,1.2634
3.816620199999997,3.82322
3.3873491,3.3837
3.9321581000000005,3.9231
2.5158053000000016,2.5306
4.591374049999996,4.58974
2.373561749999999,2.37952
3.8190321,3.82554
0.9741917000000005,0.97848
4.641311200000002,4.648
3.6289064999999976,3.6035
2.8675257999999997,2.867
2.9366286999999986,2.93582
4.314211400000001,4.3001
3.064171199999998,3.062
4.8410793999999955,4.8299
0.13624389999999997,0.1243
3.8800742999999973,3.8813
0.7112486000000002,0.713
4.0389441,4.0333
2.1442491000000015,2.13744
3.538727999999998,3.55184
3.8872102,3.8848
2.7920911,2.79442
0.06779950000000007,0.0705
3.6075333000000014,3.599
4.405164900000002,4.4071
4.828572849999999,4.8199
3.6889982000000026,3.69582
2.978072350000001,2.97252
4.070551700000004,4.07684
3.6934263000000005,3.6898
3.196142099999999,3.2004
2.0959934000000002,2.0918
3.50334565,3.50592
-1.7423067000000012,-1.7046
4.818828599999998,4.8182
0.4830449999999995,0.475
3.264209549999998,3.2586
2.5560525999999983,2.5546
1.5297304,1.52132
2.878484700000001,2.9035
2.0025939,1.9954
2.3053565999999983,2.3104
3.330161999999999,3.321
0.7195089999999996,0.71022
4.652457899999999,4.65
1.3449581000000008,1.333
4.351148550000002,4.35654
2.878611800000001,2.9021
2.1261758499999974,2.12742
2.079085799999998,2.08426
3.2552263000000017,3.2456
4.593833199999999,4.5891
3.72714065,3.729
2.858600699999999,2.8695
4.504792500000002,4.5284
3.8885328999999986,3.8943
2.261709199999999,2.2653
3.708570050000002,3.7053
2.387066799999998,2.3834
-0.6613051999999999,-0.6549
4.650320900000007,4.6692
2.935444400000001,2.9404
2.417628699999999,2.42562
3.980359800000004,3.9871
0.5759767999999995,0.5713
1.9893354999999984,1.9902
4.715021850000002,4.7049
3.087846300000003,3.0919
3.2376296999999994,3.23742
2.5184117500000016,2.5202
3.939674649999999,3.9523
0.3621992000000004,0.3612
3.862806999999998,3.8572
4.374154950000001,4.2823
2.20034175,2.2014
0.5545000000000004,0.5548
0.36548880000000034,0.3719
2.455724099999998,2.4553
1.7380317499999987,1.7401
1.6450927000000033,1.6449
0.26665750000000016,0.2906
2.9218280000000005,2.9211
2.970777300000002,2.9765
4.651059350000002,4.65782
3.3314448999999984,3.3442
2.6680643999999996,2.67152
1.5805604,1.5812
2.1973574000000013,2.19762
3.273270149999998,3.2633
3.8844872999999978,3.90092
3.0644392000000034,3.08164
2.448505300000002,2.4465
4.128014949999996,4.1198
3.5633589000000017,3.55862
2.8042125999999983,2.80122
3.8087234500000005,3.80184
1.9046010999999996,1.9158
1.0091721999999996,0.99962
3.753836000000001,3.7516
2.1816787999999967,2.1901
2.8093454,2.81112
0.862269399999999,0.8619
3.0664349000000004,3.0801
3.467105199999998,3.47348
2.715927399999998,2.7186
2.5904453000000003,2.5932
3.126429600000001,3.1245
3.3236163999999997,3.32
3.3144776999999954,3.3164
4.974038228333339,4.981
2.8720217000000012,2.8641
3.1030221499999997,3.0927
2.4344824500000026,2.44172
1.6882269999999966,1.6816
4.34452575,4.3378
1.2874961499999973,1.2865
2.657031300000001,2.6571
2.500697299999999,2.5029
3.815540099999998,3.79932
2.6382624,2.6373
4.938551899999995,4.944
1.7636312999999988,1.7656
3.655712899999998,3.6454
2.2033261000000004,2.20614
2.2563513000000004,2.2537
0.7491722,0.7432
4.648487499999999,4.6531
1.5408887999999998,1.5421
0.2330246,0.2333
2.0483790000000024,2.0461
2.2294991999999985,2.2294
2.848063900000002,2.843
4.211481599999999,4.2104
4.649530800000003,4.6549
0.22955910000000002,0.2096
3.9243076999999977,3.9248
4.1551031499999995,4.1613
3.93738315,3.9448
3.3873254999999993,3.38806
2.9536399999999996,2.9559
3.9309990000000004,3.9192
4.9583042416666725,4.95832
-0.03231749999999996,-0.0139
2.960916900000005,2.96442
4.279701349999997,4.27954
1.8339414499999978,1.82528
2.9871394,2.9747
4.104416450000003,4.1045
3.051147400000003,3.0548
4.707964800000003,4.69992
2.516769700000002,2.51594
3.535474099999999,3.531
4.259848300000002,4.2694
3.159871199999994,3.1649
4.049345399999998,4.0515
1.581439700000001,1.58702
3.9899300500000017,3.98572
2.8919829000000004,2.89814
2.330269700000002,2.3379
3.5122434999999963,3.50294
3.568787399999997,3.5645
3.206351500000001,3.2003
4.94888065,4.94276
1.7517417999999987,1.7513
3.8950979999999986,3.89204
3.140957149999998,3.1524
4.184121199999997,4.19064
1.4436092499999997,1.42948
2.0888318999999997,2.0834
2.1862093500000004,2.18634
0.4351169000000001,0.4345
1.1385924000000014,1.1474
2.683047349999999,2.69
2.9726681000000035,2.9699
2.3084368999999985,2.308
4.299979700000005,4.2907
2.1093379999999997,2.1079
4.394736800000003,4.4055
1.8671236000000002,1.86572
4.1710859999999945,4.1618
3.4380188500000006,3.4402
1.6887007999999981,1.6898
1.0185056000000006,1.01472
4.7568847,4.7633
0.4168454000000004,0.429
2.1769994999999995,2.1687
3.1045527000000037,3.10362
2.8090047,2.8073
3.0847728999999986,3.0749
1.4365102499999984,1.42734
2.6366339000000005,2.6339
3.570192899999999,3.57084
4.163680900000002,4.1532
2.549203499999999,2.5489
3.656417799999997,3.6461
4.800677249999994,4.80002
