final_pre,test_label
0.88401,0.8836845
0.77148,0.7751423
0.65391,0.6522547
0.81139,0.8121244
0.67697,0.6776581
0.57504,0.5759088
0.82886,0.8275881
0.72276,0.7268084
0.5353,0.5371943
0.80483,0.80713403
0.83855,0.8383005
0.35841,0.35728222
0.72767,0.7280837
0.5375,0.5393495
0.38353,0.38508797
0.47761,0.4781054
0.71109,0.7097544
0.76003,0.7592198
0.80666,0.80646634
0.82415,0.8255408
0.54302,0.5422959
0.8398,0.83927655
0.92702,0.9270514
0.73316,0.7352813
0.88569,0.8834146
0.73233,0.73478174
0.55406,0.55082774
0.75347,0.75496453
0.83677,0.83267385
0.58507,0.5838168
0.70429,0.70526534
0.63761,0.6360528
0.86439,0.8606346
0.9011,0.89970833
0.67726,0.6794759
0.88804,0.8878529
0.86093,0.86070484
0.63656,0.6599539
0.82456,0.8262516
0.73517,0.7367354
0.77431,0.7778668
0.89259,0.89254504
0.46504,0.46431524
0.61353,0.61288893
0.79683,0.7957355
0.70727,0.7077467
0.76464,0.7642941
0.90457,0.90678334
0.73205,0.7130825
0.78772,0.7872023
0.58812,0.5875954
0.84652,0.845321
0.78165,0.78018945
0.89037,0.8923067
0.77454,0.77371514
0.50743,0.51286304
0.81492,0.81655943
0.83349,0.8290337
0.87328,0.87308484
0.64136,0.64096516
0.80157,0.8005724
0.79822,0.80086905
0.25021,0.24630272
0.57921,0.57979095
0.51433,0.5368383
0.68836,0.6883925
0.81343,0.8143267
0.7127,0.7117231
0.86234,0.8626089
0.47657,0.6049312
0.92579,0.926504
0.45367,0.45430002
0.83207,0.8339388
0.8889,0.88838804
0.45729,0.4607887
0.45102,0.44421956
0.3178,0.32479954
0.62743,0.62506926
0.49621,0.63643503
0.90343,0.90503883
0.80862,0.8085323
0.62592,0.6230478
0.5476,0.5471277
0.35239,0.35300425
0.85643,0.85830456
0.60184,0.6023608
0.78818,0.7878733
0.78414,0.78355193
0.83543,0.8351675
0.78143,0.7808274
0.87114,0.86760074
0.78667,0.7893947
0.88626,0.8852319
0.84026,0.83930504
0.516,0.51863647
0.7984,0.79789644
0.77269,0.77668077
0.88759,0.8818675
0.809,0.80790037
0.59242,0.59123147
0.61046,0.611572
0.83535,0.8345727
0.65676,0.6537013
0.84346,0.84041977
0.82312,0.82250684
0.82365,0.82272995
0.81816,0.87102777
0.51069,0.50997055
0.90401,0.9022311
0.83731,0.8392306
0.86005,0.8598644
0.42574,0.42211
0.83488,0.82975006
0.81798,0.8174853
0.71677,0.7189755
0.84545,0.84214073
0.69314,0.6977639
0.55966,0.5639544
0.50551,0.5094117
0.62796,0.6241047
0.85779,0.8591463
0.69741,0.6962959
0.62836,0.6262913
0.84109,0.8427298
0.70053,0.6997109
0.79507,0.79411715
0.528,0.524595
0.80893,0.80854565
0.66969,0.6699783
0.65831,0.66148996
0.85018,0.85115427
0.83297,0.8323622
0.81201,0.81412846
0.80746,0.8070048
0.77415,0.7737158
0.77533,0.7760036
0.61294,0.60808
0.73012,0.7315933
0.69734,0.696903
0.66622,0.6664827
0.82615,0.82508045
0.8174,0.8187421
0.89554,0.8942662
0.89786,0.8948498
0.54602,0.5454355
0.7418,0.7451187
0.92114,0.92182845
0.874,0.8739699
0.74062,0.7399054
0.65316,0.6538104
0.79906,0.7995935
0.66885,0.6678416
0.7535,0.7511967
0.72761,0.7267333
0.8703,0.871522
0.73199,0.734927
0.45631,0.4524675
0.83206,0.8276329
0.61475,0.6164439
0.86762,0.8686535
0.73874,0.7366499
0.61775,0.6151534
0.48984,0.49108568
0.6176,0.6171763
0.71487,0.71276206
0.64004,0.6434381
0.92774,0.92661804
0.84217,0.84257853
0.7889,0.7883355
0.65867,0.6557434
0.81626,0.81422687
0.53169,0.52989984
0.83392,0.8349963
0.67745,0.6780057
0.62004,0.62121487
0.86632,0.86829495
0.63938,0.6386613
0.85499,0.8557533
0.77259,0.77061987
0.58042,0.5306231
0.44001,0.44153672
0.65999,0.6592369
0.73952,0.73727787
0.57139,0.5719145
0.89681,0.89877534
0.68669,0.6849431
0.8508,0.8477538
0.82268,0.82255125
0.86781,0.86631775
0.74653,0.74651474
0.7739,0.7721366
0.8151,0.81155396
0.89275,0.8932996
0.70622,0.70816976
0.71443,0.71465075
0.86871,0.86814344
0.66652,0.6681412
0.87571,0.87465173
0.63274,0.63566315
0.76482,0.7648802
0.62323,0.626099
0.92422,0.9240888
0.69111,0.6912624
0.80734,0.8093446
0.90148,0.90381444
0.62277,0.62322426
0.80267,0.8032786
0.85811,0.8529927
0.25172,0.25199395
0.88265,0.88114315
0.893,0.89333963
0.86229,0.8598931
0.45647,0.44878852
0.85821,0.8561408
0.4259,0.42408141
0.76916,0.766356
0.87637,0.87497437
0.78884,0.78887266
0.64952,0.6509729
0.73706,0.73872375
0.8243,0.82468426
0.81646,0.8164397
0.72775,0.72713304
0.63292,0.6356658
0.68154,0.6832526
0.63542,0.63306516
0.83508,0.8343679
0.63278,0.6337609
0.58548,0.58699673
0.58048,0.578259
0.8636,0.8619021
0.84183,0.8391465
0.58068,0.5802346
0.89541,0.8966086
0.6979,0.70130336
0.82994,0.8301553
0.64545,0.64364034
0.84711,0.849436
0.68252,0.6821732
0.56923,0.5624498
0.88126,0.88349247
0.55438,0.5558574
0.33939,0.33834985
0.90044,0.8981073
0.67125,0.6734639
0.66748,0.665344
0.74117,0.7412499
0.79539,0.79404515
0.61747,0.62442577
0.5048,0.5018854
0.66633,0.6579512
0.81842,0.82132375
0.93902,0.93854105
